#OTU ID	S1	S2	S3	S4	S5	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	H1	H2	H3	H4	H5
ZOTU_4767	10	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4768	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ZOTU_4769	0	0	0	0	12	2	0	0	3	0	0	0	0	0	0	0	0	0
ZOTU_4770	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ZOTU_4771	0	21	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ZOTU_4772	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
ZOTU_4774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ZOTU_4775	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0
ZOTU_4776	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2
ZOTU_4778	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4779	3	0	0	10	0	0	5	0	0	0	0	0	0	0	1	0	0	9
ZOTU_4780	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0
ZOTU_4781	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ZOTU_4782	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ZOTU_4783	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	0
ZOTU_4784	0	0	0	15	0	0	0	9	0	0	0	0	0	2	2	0	0	0
ZOTU_4785	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
ZOTU_4786	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	2	5
ZOTU_4787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ZOTU_4788	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ZOTU_4790	0	0	11	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ZOTU_4791	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ZOTU_4792	0	0	0	0	0	2	9	0	0	0	0	11	0	0	11	0	0	0
ZOTU_4793	0	2	0	0	0	0	0	4	0	0	0	0	9	0	0	0	0	0
ZOTU_4794	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4795	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4796	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0
ZOTU_4797	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4798	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
ZOTU_4800	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ZOTU_4801	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4802	0	0	0	0	5	11	0	0	0	0	0	0	0	13	16	0	0	0
ZOTU_4803	0	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ZOTU_4804	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ZOTU_4805	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4806	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ZOTU_4807	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4808	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0
ZOTU_4809	1	7	0	0	0	0	0	2	0	1	5	1	0	0	0	0	0	0
ZOTU_4810	0	0	10	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0
ZOTU_4811	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ZOTU_4812	0	0	0	0	3	0	0	0	0	0	0	0	0	6	12	0	0	2
ZOTU_4813	0	0	0	0	0	0	0	0	0	11	0	0	0	14	0	0	0	0
ZOTU_4814	0	1	0	1	0	7	8	6	8	1	2	0	0	0	0	0	1	0
ZOTU_4815	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0
ZOTU_4816	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0
ZOTU_4817	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
ZOTU_4818	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0
ZOTU_4819	0	0	0	0	17	0	0	0	0	0	0	3	0	0	0	0	0	0
ZOTU_4820	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4821	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ZOTU_4822	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ZOTU_4823	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ZOTU_4824	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ZOTU_4825	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0
ZOTU_4826	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4827	0	0	0	9	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ZOTU_4828	6	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ZOTU_4829	0	0	0	0	0	14	0	0	0	0	0	0	0	2	0	0	0	0
ZOTU_4830	0	0	0	0	0	0	7	0	0	0	0	1	3	0	0	0	0	0
ZOTU_4831	8	0	3	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0
ZOTU_4832	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4833	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4834	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4835	0	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
ZOTU_4836	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0
ZOTU_4837	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ZOTU_4838	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4839	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
ZOTU_4840	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0
ZOTU_4841	0	0	0	12	0	0	0	0	0	5	3	0	0	0	0	0	0	0
ZOTU_4842	0	0	2	0	0	13	0	0	0	2	0	0	6	1	0	0	19	0
ZOTU_4843	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	16	1	0
ZOTU_4844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
ZOTU_4845	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4846	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4847	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4848	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4849	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4850	0	0	12	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ZOTU_4851	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ZOTU_4852	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ZOTU_4853	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ZOTU_4854	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ZOTU_4855	0	0	0	0	0	0	4	6	0	0	0	0	0	3	0	0	0	8
ZOTU_4856	0	1	0	4	0	1	5	0	1	0	1	0	0	0	10	0	0	1
ZOTU_4857	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4858	0	0	5	0	0	7	4	0	0	0	2	0	0	0	0	0	0	7
ZOTU_4859	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ZOTU_4860	0	0	0	0	0	0	0	0	0	0	0	0	9	12	0	0	0	0
ZOTU_4861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
ZOTU_4862	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ZOTU_4864	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1
ZOTU_4866	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
ZOTU_4867	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ZOTU_4868	0	0	1	0	4	0	0	0	4	12	1	0	0	0	0	0	0	0
ZOTU_4869	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4870	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZOTU_4871	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4872	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4873	0	4	0	10	5	0	0	0	0	0	0	0	1	0	0	0	0	0
ZOTU_4874	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0
ZOTU_4875	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3
ZOTU_4876	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ZOTU_4877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ZOTU_4878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ZOTU_4879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0
ZOTU_4880	1	0	0	0	1	0	0	1	0	0	0	0	0	0	12	0	0	0
ZOTU_4881	0	0	0	0	0	0	0	0	0	0	8	6	1	0	6	0	0	0
ZOTU_4882	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4883	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
ZOTU_4884	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4885	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11	0	0	0
ZOTU_4886	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4887	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4888	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4889	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4890	10	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4891	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ZOTU_4892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ZOTU_4893	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4894	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	9	0
ZOTU_4895	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ZOTU_4896	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ZOTU_4897	0	0	0	2	0	0	0	0	0	0	0	0	0	1	14	2	1	0
ZOTU_4898	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
ZOTU_4899	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ZOTU_4900	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ZOTU_4901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
ZOTU_4902	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0
ZOTU_4903	0	0	0	1	2	1	2	0	0	0	0	1	0	2	1	12	0	6
ZOTU_4904	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4905	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10
ZOTU_4906	0	9	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4907	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	0	2	0
ZOTU_4908	0	0	0	5	4	0	0	0	0	0	0	0	0	0	1	9	0	2
ZOTU_4909	0	1	0	2	0	0	0	1	0	0	0	0	0	7	0	3	9	0
ZOTU_4910	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ZOTU_4911	0	0	0	0	0	1	2	0	1	1	0	0	0	1	0	0	8	1
ZOTU_4912	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
ZOTU_4913	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4914	1	0	0	2	0	0	0	0	0	0	10	0	0	0	10	0	0	0
ZOTU_4915	0	0	2	0	0	1	0	4	6	0	0	0	0	1	9	4	0	0
ZOTU_4916	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4917	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ZOTU_4918	0	0	0	0	4	0	0	0	0	0	0	16	0	0	0	0	0	0
ZOTU_4919	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ZOTU_4920	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ZOTU_4921	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4922	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ZOTU_4923	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZOTU_4924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ZOTU_4925	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ZOTU_4926	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0
ZOTU_4927	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	1	0
ZOTU_4928	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ZOTU_4930	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4931	0	6	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0
ZOTU_4932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ZOTU_4933	14	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4934	2	4	0	0	0	2	0	0	0	1	0	0	0	0	13	0	0	0
ZOTU_4935	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4936	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ZOTU_4937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ZOTU_4938	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ZOTU_4939	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ZOTU_4940	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4941	0	0	4	0	0	1	0	0	0	8	0	0	0	2	0	0	0	0
ZOTU_4942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ZOTU_4943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
ZOTU_4944	0	0	0	5	0	2	4	0	3	5	0	0	0	0	0	0	1	0
ZOTU_4945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	0	12
ZOTU_4946	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4947	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4948	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4949	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	8
ZOTU_4950	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4951	0	14	6	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0
ZOTU_4952	0	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0
ZOTU_4953	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ZOTU_4954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
ZOTU_4955	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0
ZOTU_4956	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0	6	0	3
ZOTU_4957	3	0	2	1	3	0	0	0	0	0	13	0	0	5	0	0	0	0
ZOTU_4958	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0
ZOTU_4959	0	0	0	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0
ZOTU_4960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ZOTU_4961	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
ZOTU_4963	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ZOTU_4964	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4965	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ZOTU_4966	0	0	19	0	7	0	0	0	0	3	0	0	0	1	2	0	0	1
ZOTU_4967	0	0	1	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0
ZOTU_4968	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	15	0
ZOTU_4969	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ZOTU_4970	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4971	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
ZOTU_4972	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZOTU_4973	2	3	0	0	7	0	0	0	0	0	0	0	0	1	0	1	0	0
ZOTU_4974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ZOTU_4975	0	0	0	0	0	5	0	0	11	0	0	0	0	0	0	0	0	0
ZOTU_4976	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4977	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12
ZOTU_4978	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4979	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0
ZOTU_4980	0	0	13	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0
ZOTU_4981	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4982	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0
ZOTU_4983	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4984	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ZOTU_4985	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4986	0	0	0	0	0	0	0	0	0	0	0	19	0	3	0	0	0	0
ZOTU_4987	0	0	0	0	0	2	3	0	4	7	0	3	0	0	0	0	0	0
ZOTU_4988	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ZOTU_4989	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4990	3	1	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4991	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ZOTU_4992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ZOTU_4993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ZOTU_4994	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4995	0	0	0	8	0	2	0	0	0	1	0	0	5	1	14	1	0	0
ZOTU_4996	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
ZOTU_4997	0	0	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0
ZOTU_4998	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4999	0	0	2	0	0	0	14	0	11	2	0	3	0	0	0	5	0	0
ZOTU_5000	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5001	0	1	12	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ZOTU_5002	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ZOTU_5003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ZOTU_5004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ZOTU_5005	0	0	11	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0
ZOTU_5006	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5007	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ZOTU_5009	0	8	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ZOTU_5010	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5011	1	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0
ZOTU_5012	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5013	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5014	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	3
ZOTU_5015	1	1	0	4	4	1	0	10	1	3	0	0	0	0	0	0	0	0
ZOTU_5016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
ZOTU_5017	0	0	0	0	0	0	0	0	0	14	0	7	0	0	2	0	0	0
ZOTU_5018	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5019	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
ZOTU_5020	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5021	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ZOTU_5022	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ZOTU_5023	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ZOTU_5024	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ZOTU_5025	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0
ZOTU_5026	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ZOTU_5027	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ZOTU_5028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
ZOTU_5029	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	16	0
ZOTU_5030	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5031	8	0	17	0	0	0	0	0	1	1	0	7	0	0	0	0	0	0
ZOTU_5032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ZOTU_5033	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ZOTU_5035	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ZOTU_5036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ZOTU_5037	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ZOTU_5038	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	9	0	9
ZOTU_5039	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
ZOTU_5041	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5042	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5043	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5044	0	7	0	1	2	4	3	3	0	9	0	5	0	0	3	0	11	0
ZOTU_5045	0	3	0	0	0	1	0	0	0	0	2	0	0	1	4	0	0	0
ZOTU_5046	0	0	0	6	4	0	0	4	0	0	0	3	1	0	1	8	0	0
ZOTU_5047	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	15	0	0
ZOTU_5048	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	1
ZOTU_5049	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5050	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	7	0
ZOTU_5051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ZOTU_5052	0	6	0	0	4	0	0	17	0	0	0	1	0	3	0	0	1	0
ZOTU_5053	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
ZOTU_5055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ZOTU_5056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ZOTU_5057	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5058	0	0	0	14	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ZOTU_5059	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5060	2	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ZOTU_5061	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ZOTU_5062	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0
ZOTU_5063	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	6	0	0
ZOTU_5064	0	0	0	0	2	4	0	5	0	0	0	3	0	1	2	0	0	3
ZOTU_5065	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5066	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ZOTU_5068	3	1	0	0	2	0	0	1	0	0	0	16	0	0	0	0	0	0
ZOTU_5069	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9
ZOTU_5070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ZOTU_5071	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0
ZOTU_5072	2	0	0	0	1	0	0	0	0	5	0	0	0	0	3	0	0	0
ZOTU_5073	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0
ZOTU_5074	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5075	4	0	0	4	0	0	4	0	0	0	0	0	1	0	9	0	2	0
